20130112,18,50.04,59546
20130112,19,48.05,58956
20130112,20,42.05,57339
20130112,21,40.35,55564
20130112,22,39.79,54555
20130112,23,39.58,52830
20130112,0,38.34,50945
20130113,1,38.76,49859
20130113,2,38.32,48775
20130113,3,37.87,48072
20130113,4,37.25,47893
20130113,5,37.17,48026
20130113,6,37.33,48516
20130113,7,37.26,49483
20130113,8,37.68,50914
20130113,9,37.81,52470
20130113,10,38.47,54122
20130113,11,39.14,55750
20130113,12,39.76,56436
20130113,13,39.56,56472
20130113,14,39.06,56091
20130113,15,38.97,56129
20130113,16,39.5,57220
20130113,17,40.39,59048
20130113,18,43.41,60082
20130113,19,46.1,59680
20130113,20,42.75,58695
20130113,21,40.52,57242
20130113,22,39.63,56142
20130113,23,39.61,54160
20130113,0,38.27,51880
20130114,1,37.69,49913
20130114,2,37.43,49096
20130114,3,37.54,48840
20130114,4,37.61,49138
20130114,5,38.23,50225
20130114,6,38.98,53143
20130114,7,41.97,58109
20130114,8,54.77,63077
20130114,9,57.92,64387
20130114,10,52.1,64136
20130114,11,49.1,64162
20130114,12,48.84,64030
20130114,13,48.78,63485
20130114,14,50.78,63219
20130114,15,52.35,63075
20130114,16,51.86,63630
20130114,17,53.2,64688
20130114,18,60.5,65155
20130114,19,50.61,64166
20130114,20,47.92,62670
20130114,21,42.8,60720
20130114,22,41.16,58890
20130114,23,40.32,56165
20130114,0,38.59,53184
20130115,1,38.69,50929
20130115,2,37.95,49908
20130115,3,37.57,49487
20130115,4,37.96,49651
20130115,5,38.42,50453
20130115,6,39.33,53006
20130115,7,42.53,57693
20130115,8,56.21,62155
20130115,9,59.22,63211
20130115,10,55.12,62924
20130115,11,54.63,62974
20130115,12,52.44,62995
20130115,13,49.01,62707
20130115,14,51.91,62582
20130115,15,52.92,62658
20130115,16,54.87,63373
20130115,17,58.01,64357
20130115,18,64,64696
20130115,19,55.91,63674
20130115,20,47.23,62451
20130115,21,43.12,60567
20130115,22,41.65,58917
20130115,23,40.49,56196
20130115,0,38.94,53338
20130116,1,38.99,51226
20130116,2,38.13,50241
20130116,3,37.89,49727
20130116,4,38.19,49953
20130116,5,38.7,50988
20130116,6,40.26,53685
20130116,7,44.27,58370
20130116,8,63.87,63484
20130116,9,70,64728
20130116,10,72.83,64498
20130116,11,60.1,64407
20130116,12,52.93,64318
20130116,13,55.59,64009
20130116,14,59.13,63813
20130116,15,57.06,63934
20130116,16,56.18,64654
20130116,17,58.92,65722
20130116,18,69.93,66158
20130116,19,60.04,65297
20130116,20,49.42,63910
20130116,21,43.11,61860
20130116,22,41.89,60249
20130116,23,40.47,57449
20130116,0,38.79,54343
20130117,1,39.41,52634
20130117,2,39.03,51547
20130117,3,38.93,51231
20130117,4,39.23,51457
20130117,5,39.65,52261
20130117,6,40.69,54795
20130117,7,43.82,59335
20130117,8,61.58,64402
20130117,9,62.42,65572
20130117,10,59.92,65136
20130117,11,58.14,64960
20130117,12,56.22,64917
20130117,13,58.78,64274
20130117,14,60.12,64005
20130117,15,62.37,64044
20130117,16,62.34,64565
20130117,17,62.3,65472
20130117,18,72.83,66221
20130117,19,86.07,65501
20130117,20,61.3,64296
20130117,21,48.66,62392
20130117,22,45.96,60802
20130117,23,42.31,58122
20130117,0,40.37,55064
20130118,1,39.76,53227
20130118,2,38.98,52145
20130118,3,38.72,51764
20130118,4,39.01,51946
20130118,5,39.21,52886
20130118,6,40.4,55445
20130118,7,44.83,60128
20130118,8,62.03,65361
20130118,9,66.97,66819
20130118,10,65.13,66378
20130118,11,60.2,65942
20130118,12,49.28,65452
20130118,13,48.09,64870
20130118,14,46.28,64283
20130118,15,46.99,64127
20130118,16,47.89,64482
20130118,17,54.6,65684
20130118,18,61.96,66448
20130118,19,51.88,65491
20130118,20,44.16,63729
20130118,21,41.97,61360
20130118,22,40.43,59766
20130118,23,39.25,57557
20130118,0,38.69,55054
20130119,1,38.16,53361
20130119,2,37.98,52211
20130119,3,37.92,51684
20130119,4,37.97,51533
20130119,5,38,51721
20130119,6,37.96,52653
20130119,7,38.08,53960
20130119,8,38.38,56123
20130119,9,39.03,58091
20130119,10,40.65,59695
20130119,11,41.56,60594
20130119,12,41.93,60716
20130119,13,41.6,60184
20130119,14,41,59704
20130119,15,40.09,59738
20130119,16,40.23,60819
20130119,17,41.7,62628
20130119,18,47.97,63668
20130119,19,46.02,62840
20130119,20,41.79,60998
20130119,21,39.98,59065
20130119,22,39.14,57875
20130119,23,38.76,56051
20130119,0,37.92,54135
20130120,1,38.01,52735
20130120,2,37.87,51478
20130120,3,37.53,50760
20130120,4,37.16,50499
20130120,5,36.95,50566
20130120,6,37.13,51086
20130120,7,37.35,51870
20130120,8,37.47,53217
20130120,9,37.96,54470
20130120,10,38.6,55917
20130120,11,39.49,57158
20130120,12,40.1,57579
20130120,13,39.71,57312
20130120,14,38.39,56934
20130120,15,37.88,57022
20130120,16,38.43,58093
20130120,17,39.41,60022
20130120,18,40.07,61434
20130120,19,40.71,61277
20130120,20,39.82,60285
20130120,21,38.92,58978
20130120,22,37.91,57971
20130120,23,37.86,56168
20130120,0,37.21,53857
20130121,1,37.27,51973
20130121,2,37.28,51228
20130121,3,37.05,51027
20130121,4,37.26,51271
20130121,5,37.36,52446
20130121,6,38.03,55374
20130121,7,39.78,60369
20130121,8,43.2,65263
20130121,9,44.78,66408
20130121,10,43.91,65890
20130121,11,42.71,65643
20130121,12,42.21,65319
20130121,13,42.37,64594
20130121,14,42.52,64527
20130121,15,42.21,64654
20130121,16,42.5,65306
20130121,17,44.33,66267
20130121,18,49.47,66859
20130121,19,43.82,65887
20130121,20,42.29,64444
20130121,21,41.27,62621
20130121,22,40.51,60977
20130121,23,39.62,58469
20130121,0,37.67,55502
20130122,1,37.09,54113
20130122,2,36.94,53112
20130122,3,36.98,52698
20130122,4,37.1,52750
20130122,5,37.47,53483
20130122,6,38.33,55927
20130122,7,40.05,60117
20130122,8,53.98,64790
20130122,9,63.33,65899
20130122,10,50.7,65586
20130122,11,48.13,65482
20130122,12,47.07,65160
20130122,13,45.51,64669
20130122,14,46.93,64461
20130122,15,47.19,64539
20130122,16,53.51,65285
20130122,17,61.5,66325
20130122,18,75.05,67183
20130122,19,54.04,66519
20130122,20,48.59,65525
20130122,21,44.2,63840
20130122,22,42.98,62305
20130122,23,40.71,59743
20130122,0,39.36,57089.5
20130123,1,39.31,55404
20130123,2,38.16,54488
20130123,3,37.86,54005
20130123,4,38.22,54179
20130123,5,38.78,55050
20130123,6,40.36,57732
20130123,7,45.7,62403
20130123,8,68.1,67216
20130123,9,75,68060
20130123,10,70.07,67518
20130123,11,70.06,67199
20130123,12,66.01,66950
20130123,13,65.37,66398
20130123,14,64.35,66050
20130123,15,61.65,66193
20130123,16,58.63,66567
20130123,17,59.59,67459
20130123,18,75.02,68468
20130123,19,63.53,67744
20130123,20,55.77,66856
20130123,21,45.82,65040
20130123,22,43.13,63533
20130123,23,41.08,60857
20130123,0,40.19,57916
20130124,1,40.41,55464
20130124,2,39.63,54817
20130124,3,39.18,54705
20130124,4,39.67,55016
20130124,5,39.38,55793
20130124,6,41.2,58352
20130124,7,48.24,62954
20130124,8,68.45,67784
20130124,9,71.28,68655
20130124,10,75,67935
20130124,11,63.84,67527
20130124,12,60.05,67050
20130124,13,69.48,66283
20130124,14,64.63,65848
20130124,15,63.54,65869
20130124,16,60.66,66340
20130124,17,66.38,67610
20130124,18,78.79,68586
20130124,19,81.59,67683
20130124,20,50.47,66572
20130124,21,47.97,64793
20130124,22,47.81,63329
20130124,23,43.89,60692
20130124,0,40.16,57841
20130125,1,40.23,55945
20130125,2,39.29,55090
20130125,3,39.06,54695
20130125,4,39.17,54799
20130125,5,39.78,55613
20130125,6,41.03,58403
20130125,7,52.18,63065
20130125,8,62.32,67905
20130125,9,69.6,69112
20130125,10,69.9,68477
20130125,11,67.97,68082
20130125,12,66.79,67326
20130125,13,60.6,66253
20130125,14,55.07,65312
20130125,15,49.91,64843
20130125,16,50.69,64991
20130125,17,55.08,66139
20130125,18,62.28,66913
20130125,19,57.65,66035
20130125,20,44.25,64163
20130125,21,41.24,61814
20130125,22,40.39,60200
20130125,23,39.1,57886
20130125,0,37.22,55514
20130126,1,36.73,53309
20130126,2,36.45,52080
20130126,3,36.43,51413
20130126,4,36.42,51238
20130126,5,36.15,51423
20130126,6,36.19,52129
20130126,7,36.26,53257
20130126,8,36.33,55161
20130126,9,36.49,56954
20130126,10,37.82,58560
20130126,11,38.64,59530
20130126,12,38.68,59450
20130126,13,38.12,58901
20130126,14,37.79,58284
20130126,15,37.45,58026
20130126,16,37.88,58967
20130126,17,38.96,61008
20130126,18,40.38,62380
20130126,19,39.82,61767
20130126,20,39.09,59971
20130126,21,38.11,57883
20130126,22,36.66,56748
20130126,23,37.01,54930
20130126,0,36.19,53124
20130127,1,35.97,50169
20130127,2,35.8,48935
20130127,3,35.11,48376
20130127,4,34.39,48208
20130127,5,34.43,48251
20130127,6,34.44,48842
20130127,7,34.99,49500
20130127,8,35.12,50814
20130127,9,35.6,52189
20130127,10,36.03,53735
20130127,11,36.65,54952
20130127,12,36.92,55492
20130127,13,36.53,55368
20130127,14,36.33,55036
20130127,15,36.11,55164
20130127,16,36.14,55987
20130127,17,36.76,57806
20130127,18,37.71,59165
20130127,19,38.26,58668
20130127,20,37.86,57611
20130127,21,36.4,56095
20130127,22,36.01,54833
20130127,23,36.05,52786
20130127,0,35.03,50344
20130128,1,35.12,48439
20130128,2,34.44,47470
20130128,3,34.12,47167
20130128,4,34.53,47252
20130128,5,35.05,48242
20130128,6,35.9,51011
20130128,7,38.32,55798
20130128,8,40.13,60713
20130128,9,40.65,61769
20130128,10,39.96,61476
20130128,11,39.66,61290
20130128,12,39.37,60969
20130128,13,39.12,60299
20130128,14,39.09,59984
20130128,15,39.09,59865
20130128,16,39.21,60195
20130128,17,39.61,61091
20130128,18,40.2,61856
20130128,19,39.73,60935
20130128,20,38.97,59613
20130128,21,37.76,57656
20130128,22,36,55989
20130128,23,35.65,53374
20130128,0,34.29,50458
20130129,1,33.12,47928
20130129,2,32.61,46958
20130129,3,32.24,46597
20130129,4,32.27,46785
20130129,5,32.76,47801
20130129,6,34.61,50521
20130129,7,36.24,55226
20130129,8,37.66,59712
20130129,9,38.02,60572
20130129,10,38,60246
20130129,11,37.95,60072
20130129,12,38.38,59655
20130129,13,38.32,59008
20130129,14,38.94,58690
20130129,15,39.27,58480
20130129,16,39.41,58833
20130129,17,39.7,59701
20130129,18,42.47,60699
20130129,19,40.02,59967
20130129,20,39.45,58500
20130129,21,38.88,56598
20130129,22,37.86,55045
20130129,23,36.19,52294
20130129,0,34.49,49294
20130130,1,33.47,46439
20130130,2,32.02,45384
20130130,3,31.44,45019
20130130,4,31.62,45057
20130130,5,32.22,45961
20130130,6,33.74,48499
20130130,7,35.73,52911
20130130,8,37.73,57672
20130130,9,37.89,58476
20130130,10,37.58,58202
20130130,11,37.56,58091
20130130,12,37.41,57789
20130130,13,37.04,57251
20130130,14,36.64,57038
20130130,15,36.43,56973
20130130,16,36.57,57203
20130130,17,37.18,58027
20130130,18,37.84,59020
20130130,19,37.41,58482
20130130,20,36.96,57252
20130130,21,36.28,55432
20130130,22,35.41,53893
20130130,23,34.49,51230
20130130,0,33.2,48232
20130131,1,33.77,45691
20130131,2,33.08,44741
20130131,3,32.36,44287
20130131,4,32.55,44545
20130131,5,33.61,45317
20130131,6,34.66,47960
20130131,7,35.58,52572
20130131,8,37.03,57130
20130131,9,37.26,57951
20130131,10,36.84,57738
20130131,11,36.68,57638
20130131,12,36.37,57308
20130131,13,36.14,56725
20130131,14,36.42,56400
20130131,15,36.69,56366
20130131,16,37.14,56639
20130131,17,37.64,57655
20130131,18,38.74,58798
20130131,19,38.56,58374
20130131,20,37.5,57253
20130131,21,36.71,55509
20130131,22,36.61,54104
20130131,23,35.94,51770
20130131,0,35,49139
20130201,1,34.63,46495
20130201,2,34.33,45587
20130201,3,34.04,45237
20130201,4,34.38,45576
20130201,5,34.75,46598
20130201,6,35.8,49343
20130201,7,36.85,54088
20130201,8,38.47,58706
20130201,9,40.92,59812
20130201,10,41.96,59593
20130201,11,42.24,59408
20130201,12,41.22,58845
20130201,13,39.97,57801
20130201,14,39.73,57023
20130201,15,39.22,56588
20130201,16,39.34,56804
20130201,17,40.24,57905
20130201,18,44.27,59113
20130201,19,41.97,58615
20130201,20,39.84,56936
20130201,21,38.73,54870
20130201,22,38.01,53467
20130201,23,37.8,51488
20130201,0,36.51,49453
20130202,1,36.97,48737
20130202,2,36.18,47846
20130202,3,34.86,47384
20130202,4,34.69,47316
20130202,5,34.55,47538
20130202,6,34.69,48372
20130202,7,34.93,49442
20130202,8,35.29,51367
20130202,9,36.6,53165
20130202,10,37.87,54832
20130202,11,38.26,55685
20130202,12,38.08,55486
20130202,13,37.57,54764
20130202,14,36.72,54017
20130202,15,35.85,53672
20130202,16,35.95,54397
20130202,17,36.72,56511
20130202,18,38.61,58215
20130202,19,39.13,57850
20130202,20,38.45,56189
20130202,21,36.95,54334
20130202,22,35.79,53429
20130202,23,36.25,51893
20130202,0,35.02,50047
20130203,1,35.83,48206
20130203,2,34.84,47053
20130203,3,34.29,46500
20130203,4,34.51,46423
20130203,5,34.4,46611
20130203,6,34.66,47145
20130203,7,35,47866
20130203,8,35.24,49166
20130203,9,35.7,50487
20130203,10,36.85,52049
20130203,11,37.3,53173
20130203,12,37.31,53603
20130203,13,36.54,53128
20130203,14,35.83,52669
20130203,15,35.84,52586
20130203,16,35.95,53302
20130203,17,36.61,55111
20130203,18,37.3,56846
20130203,19,37.67,56888
20130203,20,37,55985
20130203,21,36.69,54659
20130203,22,36.28,53826
20130203,23,35.86,51882
20130203,0,34.92,49585
20130204,1,34.96,47636
20130204,2,34.57,46826
20130204,3,34.18,46624
20130204,4,34.27,46963
20130204,5,34.89,47929
20130204,6,36.09,50738
20130204,7,38.32,55179
20130204,8,39.57,59723
20130204,9,40.3,60520
20130204,10,39.61,60128
20130204,11,39.23,59822
20130204,12,38.35,59335
20130204,13,37.62,58611
20130204,14,37.09,58310
20130204,15,36.97,58065
20130204,16,36.96,58345
20130204,17,37.17,59159
20130204,18,37.63,60255
20130204,19,37.6,59411
20130204,20,36.91,58079
20130204,21,36.03,56158
20130204,22,35.46,54601
20130204,23,34.92,52084
20130204,0,34.32,49338
20130205,1,34.03,47661
20130205,2,33.63,46777
20130205,3,33.07,46447
20130205,4,33.35,46704
20130205,5,33.81,47600
20130205,6,34.79,50084
20130205,7,36.45,54434
20130205,8,38.51,58683
20130205,9,38.83,59463
20130205,10,38.5,59191
20130205,11,38.01,59041
20130205,12,37.69,58781
20130205,13,37.59,58198
20130205,14,37.55,57913
20130205,15,37.51,57564
20130205,16,38.09,57929
20130205,17,39.43,58852
20130205,18,41.42,60001
20130205,19,39.92,59607
20130205,20,39.41,58475
20130205,21,38.59,56759
20130205,22,37.55,55401
20130205,23,36.94,52873
20130205,0,34.89,50119
20130206,1,35.28,47965
20130206,2,35.21,47037
20130206,3,34.91,46824
20130206,4,35.13,47073
20130206,5,35.55,48044
20130206,6,36.63,50632
20130206,7,38.61,55211
20130206,8,41.69,59715
20130206,9,44.39,60599
20130206,10,43.16,60309
20130206,11,42.81,60125
20130206,12,41.38,59649
20130206,13,40.6,58927
20130206,14,40.6,58482
20130206,15,40.52,58366
20130206,16,40.55,58682
20130206,17,41.55,59611
20130206,18,44.38,60828
20130206,19,41.66,60312
20130206,20,40.49,59086
20130206,21,39.31,57171
20130206,22,38.31,55640
20130206,23,37.04,53095
20130206,0,35.9,50321
20130207,1,36.58,47797
20130207,2,35.95,46773
20130207,3,35.45,46555
20130207,4,35.53,46722
20130207,5,35.85,47686
20130207,6,37.52,50330
20130207,7,40.64,54862
20130207,8,44.24,59421
20130207,9,48.05,60206
20130207,10,44.81,59967
20130207,11,43.84,59760
20130207,12,41.78,59264
20130207,13,41.56,58494
20130207,14,41.2,58095
20130207,15,41.45,57991
20130207,16,41.36,58270
20130207,17,41.89,59279
20130207,18,53.61,60835
20130207,19,44.44,60429
20130207,20,41.7,59327
20130207,21,40.75,57511
20130207,22,40.29,55979
20130207,23,39.47,53522
20130207,0,37.58,50665
20130208,1,36.77,48746
20130208,2,36.22,47669
20130208,3,36.17,47286
20130208,4,36.5,47528
20130208,5,36.83,48452
20130208,6,37.72,51183
20130208,7,40.51,55806
20130208,8,42.65,60315
20130208,9,45.33,61497
20130208,10,43.86,61284
20130208,11,42.17,61038
20130208,12,41.36,60307
20130208,13,40.79,59279
20130208,14,40.46,58367
20130208,15,40.36,57904
20130208,16,40.18,57845
20130208,17,40.66,58710
20130208,18,42,60065
20130208,19,40.99,59721
20130208,20,40.24,58026
20130208,21,39.23,55929
20130208,22,38.76,54374
20130208,23,38.29,52361
20130208,0,37.06,50191
20130209,1,37.06,49116
20130209,2,36.86,48154
20130209,3,36.62,47638
20130209,4,36.43,47561
20130209,5,36.67,47794
20130209,6,36.85,48543
20130209,7,37.07,49746
20130209,8,37.4,51502
20130209,9,37.92,53480
20130209,10,39.88,55239
20130209,11,40.35,56105
20130209,12,40.31,55928
20130209,13,40.11,55417
20130209,14,39.63,54667
20130209,15,38.82,54200
20130209,16,39.01,54537
20130209,17,40.26,56374
20130209,18,42.66,58542
20130209,19,41.95,58413
20130209,20,40.73,56764
20130209,21,39.81,54927
20130209,22,38.1,53992
20130209,23,37.63,52335
20130209,0,36.65,50466
20130210,1,37.49,49171
20130210,2,36.98,47982
20130210,3,36.77,47475
20130210,4,36.73,47336
20130210,5,36.6,47429
20130210,6,36.57,48027
20130210,7,37.14,48853
20130210,8,37.29,50049
20130210,9,37.36,51414
20130210,10,37.76,53171
20130210,11,38.14,54443
20130210,12,38.57,54584
20130210,13,37.94,54176
20130210,14,37.64,53665
20130210,15,37.49,53457
20130210,16,37.45,53900
20130210,17,37.97,55700
20130210,18,39.73,57693
20130210,19,40.52,57983
20130210,20,39.9,56874
20130210,21,38.78,55528
20130210,22,37.78,54598
20130210,23,37.59,52518
20130210,0,36.89,50343
20130211,1,37.03,49300
20130211,2,36.54,48630
20130211,3,36.42,48361
20130211,4,36.48,48645
20130211,5,37.02,49737
20130211,6,37.7,52568
20130211,7,40.21,57446
20130211,8,46.04,62015
20130211,9,47.68,63083
20130211,10,46.96,62922
20130211,11,44.99,62929
20130211,12,44.56,62459
20130211,13,42.66,61642
20130211,14,41.66,61237
20130211,15,41.27,60824
20130211,16,41.52,60872
20130211,17,42.78,61601
20130211,18,49.9,62848
20130211,19,50.55,62488
20130211,20,45.38,61247
20130211,21,41.19,59368
20130211,22,40.37,57869
20130211,23,40.2,55403
20130211,0,38.57,52623
20130212,1,37.22,50460
20130212,2,36.8,49590
20130212,3,36.88,49248
20130212,4,37.05,49442
20130212,5,37.28,50488
20130212,6,37.97,53092
20130212,7,40.36,57500
20130212,8,48.01,61697
20130212,9,54.59,62566
20130212,10,50.74,62532
20130212,11,51.08,62355
20130212,12,45.72,61866
20130212,13,43.67,61162
20130212,14,42.54,60735
20130212,15,43.04,60228
20130212,16,42.44,60331
20130212,17,43.94,61037
20130212,18,54.73,62498
20130212,19,47.98,62326
20130212,20,42.44,60992
20130212,21,41.08,59016
20130212,22,40.55,57501
20130212,23,39.85,54836
20130212,0,38.34,51856
20130213,1,37.2,50158
20130213,2,37,49134
20130213,3,36.92,48789
20130213,4,37.11,49029
20130213,5,37.72,49937
20130213,6,38.73,52339
20130213,7,41.36,56893
20130213,8,61.76,61326
20130213,9,63.9,62085
20130213,10,60.9,61948
20130213,11,58.96,61892
20130213,12,46.98,61290
20130213,13,43.62,60450
20130213,14,42.92,59823
20130213,15,43.01,59501
20130213,16,42.88,59468
20130213,17,44.98,60110
20130213,18,59.31,61309
20130213,19,48.09,61158
20130213,20,42.55,59964
20130213,21,40.81,58060
20130213,22,40.41,56677
20130213,23,39.26,54143
20130213,0,37.73,51274
20130214,1,37.11,48755
20130214,2,36.86,47643
20130214,3,36.58,47316
20130214,4,36.76,47476
20130214,5,36.74,48423
20130214,6,37.67,50987
20130214,7,40.02,55260
20130214,8,42.47,59538
20130214,9,43.97,60490
20130214,10,42.47,60304
20130214,11,42.56,60306
20130214,12,41.54,59878
20130214,13,41.04,59309
20130214,14,40.8,58908
20130214,15,40.83,58663
20130214,16,40.82,58831
20130214,17,40.97,59504
20130214,18,42.91,60894
20130214,19,41.75,60717
20130214,20,40.74,59433
20130214,21,40.03,57567
20130214,22,39.39,56009
20130214,23,38.11,53517
